latitude,longitude,event_date,elevation,slope,aspect,curvature,landslide_type,state,region,source,landslide,provenance,rain_24h,rain_72h,rain_7d,rain_14d,rainfall_intensity,rain_ratio_72h_7d,terrain_ruggedness,aspect_sin,aspect_cos,historical_landslide_density,landcover,event_year
27.2711,88.75,2020-08-10,2485.0,50.95,126.6,11.3532,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (1.79km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,36.4,226.6,302.3,513.8,0.16063548102383055,0.7495865034733707,126.61,0.803,-0.596,35,3,2020
27.3089,88.25,2018-07-20,1892.0,31.81,190.17,-4.3165,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.1km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.5,6.1,44.4,310.3,0.0819672131147541,0.13738738738738737,60.18,-0.177,-0.984,4,2,2018
27.3089,88.25,2019-01-15,1892.0,31.81,190.17,-4.3165,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.1km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.1,8.3,27.6,49.0,0.012048192771084336,0.3007246376811594,60.18,-0.177,-0.984,4,2,2019
27.3089,88.25,2020-08-10,1892.0,31.81,190.17,-4.3165,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.1km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,70.6,221.2,252.6,533.2,0.3191681735985533,0.8756927949326999,60.18,-0.177,-0.984,4,2,2020
27.3089,88.3056,2018-07-20,1104.0,30.52,99.57,-4.8154,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (1.88km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.4,13.1,69.3,232.9,0.03053435114503817,0.18903318903318903,33.69,0.986,-0.166,6,2,2018
27.3089,88.3056,2019-01-15,1104.0,30.52,99.57,-4.8154,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (1.88km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,2.1,7.4,9.5,0.0,0.28378378378378377,33.69,0.986,-0.166,6,2,2019
27.3089,88.3056,2020-08-10,1104.0,30.52,99.57,-4.8154,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (1.88km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,38.2,182.4,265.6,587.1,0.20942982456140352,0.6867469879518072,33.69,0.986,-0.166,6,2,2020
27.3089,88.3611,2021-07-15,2046.0,29.04,300.14,-2.0665,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.18km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,23.6,51.1,155.6,403.1,0.46183953033268105,0.32840616966580977,59.42,-0.865,0.502,5,2,2021
27.3089,88.3611,2022-01-20,2046.0,29.04,300.14,-2.0665,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.18km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,2.8,2.8,3.5,4.9,1.0,0.7999999999999999,59.42,-0.865,0.502,5,2,2022
27.3089,88.3611,2023-08-10,2046.0,29.04,300.14,-2.0665,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.18km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,8.0,50.4,84.4,150.6,0.15873015873015872,0.5971563981042654,59.42,-0.865,0.502,5,2,2023
27.3089,88.4167,2021-07-15,1357.0,27.41,120.57,1.5214,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.27km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,24.4,58.8,154.8,409.0,0.41496598639455784,0.37984496124031003,37.2,0.861,-0.509,1,2,2021
27.3089,88.4167,2022-01-20,1357.0,27.41,120.57,1.5214,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.27km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.3,1.3,1.9,2.6,1.0,0.6842105263157895,37.2,0.861,-0.509,1,2,2022
27.3089,88.4167,2023-08-10,1357.0,27.41,120.57,1.5214,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.27km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,14.4,85.1,160.6,254.4,0.1692126909518214,0.5298879202988792,37.2,0.861,-0.509,1,2,2023
27.3089,88.4722,2021-07-15,1187.0,31.44,189.52,-2.9537,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.71km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,49.2,123.0,224.4,560.8,0.4,0.5481283422459893,37.32,-0.165,-0.986,0,2,2021
27.3089,88.4722,2022-01-20,1187.0,31.44,189.52,-2.9537,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.71km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.1,0.1,21.6,56.7,0.1,0.004629629629629629,37.32,-0.165,-0.986,0,2,2022
27.3089,88.4722,2023-08-10,1187.0,31.44,189.52,-2.9537,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.71km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,11.2,41.2,161.6,361.8,0.27184466019417475,0.25495049504950495,37.32,-0.165,-0.986,0,2,2023
27.3089,88.5278,2021-07-15,2010.0,0.86,180.0,-0.0909,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.24km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,23.6,51.1,155.6,403.1,0.46183953033268105,0.32840616966580977,1.73,0.0,-1.0,1,1,2021
27.3089,88.5278,2022-01-20,2010.0,0.86,180.0,-0.0909,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.24km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,2.8,2.8,3.5,4.9,1.0,0.7999999999999999,1.73,0.0,-1.0,1,1,2022
27.3089,88.5278,2023-08-10,2010.0,0.86,180.0,-0.0909,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.24km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,8.0,50.4,84.4,150.6,0.15873015873015872,0.5971563981042654,1.73,0.0,-1.0,1,1,2023
27.3089,88.5833,2021-07-15,977.0,34.32,101.14,-4.9517,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.38km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,23.5,78.5,136.9,350.7,0.29936305732484075,0.5734112490869248,33.53,0.981,-0.193,3,2,2021
27.3089,88.5833,2022-01-20,977.0,34.32,101.14,-4.9517,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.38km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.8,0.8,7.3,27.9,0.8,0.10958904109589042,33.53,0.981,-0.193,3,2,2022
27.3089,88.5833,2023-08-10,977.0,34.32,101.14,-4.9517,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.38km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,7.3,62.7,139.8,254.4,0.1164274322169059,0.4484978540772532,33.53,0.981,-0.193,3,2,2023
27.3089,88.6389,2021-07-15,1647.0,26.29,194.32,-2.522,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.6km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,24.6,73.5,165.9,376.7,0.3346938775510204,0.4430379746835443,43.3,-0.247,-0.969,2,2,2021
27.3089,88.6389,2022-01-20,1647.0,26.29,194.32,-2.522,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.6km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.0,4.0,24.3,75.9,1.0,0.1646090534979424,43.3,-0.247,-0.969,2,2,2022
27.3089,88.6389,2023-08-10,1647.0,26.29,194.32,-2.522,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.6km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.2,70.2,92.3,207.2,0.017094017094017092,0.7605633802816902,43.3,-0.247,-0.969,2,2,2023
27.3467,88.25,2021-07-15,1904.0,37.8,320.13,-7.8625,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.7km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,40.6,128.0,173.6,500.8,0.3171875,0.7373271889400922,71.97,-0.641,0.768,2,3,2021
27.3467,88.25,2022-01-20,1904.0,37.8,320.13,-7.8625,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.7km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.9,5.9,21.5,41.5,0.8305084745762712,0.2744186046511628,71.97,-0.641,0.768,2,3,2022
27.3467,88.25,2023-08-10,1904.0,37.8,320.13,-7.8625,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.7km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,3.7,48.5,101.7,149.4,0.07628865979381444,0.4768928220255654,71.97,-0.641,0.768,2,3,2023
27.3467,88.3056,2021-07-15,1616.0,29.85,56.07,-4.4769,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.13km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,25.0,63.6,114.1,387.5,0.3930817610062893,0.5574057843996495,48.24,0.83,0.558,2,2,2021
27.3467,88.3056,2022-01-20,1616.0,29.85,56.07,-4.4769,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.13km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,7.6,7.6,20.5,25.9,1.0,0.37073170731707317,48.24,0.83,0.558,2,2,2022
27.3467,88.3056,2023-08-10,1616.0,29.85,56.07,-4.4769,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.13km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.8,67.8,100.6,146.0,0.011799410029498527,0.6739562624254474,48.24,0.83,0.558,2,2,2023
27.3467,88.3611,2021-07-15,2383.0,25.55,265.02,-2.7049,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.06km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,27.3,69.4,138.8,415.4,0.393371757925072,0.5,60.89,-0.996,-0.087,0,2,2021
27.3467,88.3611,2022-01-20,2383.0,25.55,265.02,-2.7049,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.06km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,12.1,39.1,74.4,1.0,0.309462915601023,60.89,-0.996,-0.087,0,2,2022
27.3467,88.3611,2023-08-10,2383.0,25.55,265.02,-2.7049,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.06km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.4,55.6,90.9,164.2,0.02517985611510791,0.6116611661166116,60.89,-0.996,-0.087,0,2,2023
27.3467,88.4167,2021-07-15,2696.0,30.76,93.27,3.5457,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.18km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,26.3,65.4,164.7,422.1,0.4021406727828746,0.39708561020036437,82.93,0.998,-0.057,0,3,2021
27.3467,88.4167,2022-01-20,2696.0,30.76,93.27,3.5457,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.18km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,6.3,6.6,13.9,19.4,0.9545454545454546,0.4748201438848921,82.93,0.998,-0.057,0,3,2022
27.3467,88.4167,2023-08-10,2696.0,30.76,93.27,3.5457,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.18km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,17.5,89.5,166.7,311.0,0.19553072625698323,0.5368926214757049,82.93,0.998,-0.057,0,3,2023
27.3467,88.4722,2021-07-15,753.0,36.1,88.52,-5.7957,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (9.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,49.2,123.0,224.4,560.8,0.4,0.5481283422459893,27.18,1.0,0.026,0,3,2021
27.3467,88.4722,2022-01-20,753.0,36.1,88.52,-5.7957,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (9.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.1,0.1,21.6,56.7,0.1,0.004629629629629629,27.18,1.0,0.026,0,3,2022
27.3467,88.4722,2023-08-10,753.0,36.1,88.52,-5.7957,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (9.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,11.2,41.2,161.6,361.8,0.27184466019417475,0.25495049504950495,27.18,1.0,0.026,0,3,2023
27.3467,88.5278,2021-07-15,2558.0,42.6,0.0,-5.5435,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.02km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,26.3,65.4,164.7,422.1,0.4021406727828746,0.39708561020036437,108.97,0.0,1.0,0,3,2021
27.3467,88.5278,2022-01-20,2558.0,42.6,0.0,-5.5435,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.02km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,6.3,6.6,13.9,19.4,0.9545454545454546,0.4748201438848921,108.97,0.0,1.0,0,3,2022
27.3467,88.5278,2023-08-10,2558.0,42.6,0.0,-5.5435,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.02km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,17.5,89.5,166.7,311.0,0.19553072625698323,0.5368926214757049,108.97,0.0,1.0,0,3,2023
